Date,Positive sentiment (Total),Negative sentiment (Total),Weighted sentiment (Total),Social Dominance,Active Addresses 24h,MVRV Ratio (1d),NVT Ratio (with Transaction Volume),Supply on Exchanges,Whale Transaction Count (>100k USD),Percent of Stablecoin Total Supply held by Whales with more than 5 million USD,Development Activity,Transaction Volume,Network Growth
2021-07-18T00:00:00.000Z,1957.927472889423,1014.752506196499,0,25.26272668946,811186,0.021100459391999893,48.136635221406,3084413.251169984,78423,51.273199902876,673,2868925.376095842,2366502
2021-07-19T00:00:00.000Z,2293.402123451233,1237.074263751507,0,23.241935775472,811186,0.021100459391999893,48.136635221406,3084413.251169984,78423,51.273199902876,673,2868925.376095842,2366502
2021-07-20T00:00:00.000Z,2875.697960555553,1832.173655450344,0,27.687485883448,811186,0.021100459391999893,48.136635221406,3084413.251169984,78423,51.273199902876,673,2868925.376095842,2366502
2021-07-21T00:00:00.000Z,3213.619461297989,1240.201394796371,0,26.907069475103,811186,0.021100459391999893,48.136635221406,3084413.251169984,78423,51.273199902876,673,2868925.376095842,2366502
2021-07-22T00:00:00.000Z,2827.22204375267,1016.559244930744,0,23.826527518464,858734,0.006144384131999914,51.212279218828,3104561.110865152,85821,49.964601033944,665,3484975.453150652,2511139
2021-07-23T00:00:00.000Z,2309.874549269676,947.623198449612,0,21.58746802894,858734,0.006144384131999914,51.212279218828,3104561.110865152,85821,49.964601033944,665,3484975.453150652,2511139
2021-07-24T00:00:00.000Z,2154.698924720287,911.572423160076,0,21.668572523284,858734,0.006144384131999914,51.212279218828,3104561.110865152,85821,49.964601033944,665,3484975.453150652,2511139
2021-07-25T00:00:00.000Z,2056.113038897514,982.845851778984,0,21.337786005906,858734,0.006144384131999914,51.212279218828,3104561.110865152,85821,49.964601033944,665,3484975.453150652,2511139
2021-07-26T00:00:00.000Z,3662.526999533176,1950.035495817661,0,30.345444907083,858734,0.006144384131999914,51.212279218828,3104561.110865152,85821,49.964601033944,665,3484975.453150652,2511139
2021-07-27T00:00:00.000Z,2996.452659845352,1302.595192313194,0,23.667874724945,858734,0.006144384131999914,51.212279218828,3104561.110865152,85821,49.964601033944,665,3484975.453150652,2511139
